,Id,Player,G,A,PTS,Season,Team_against,Team_for
7,236944,15 Jan Šimon (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
8,236944,68 Viktor Čižmar (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
9,236944,79 Martin Bihuš (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Majklar
10,236944,88 Josef Draštík (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Majklar
11,236944,93 Radim Macháček (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Majklar
0,236942,4 Dominik Melíšek (O),0,1,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
1,236942,11 David Röhrich (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
2,236942,14 Tomáš Vondruška (U),1,0,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
3,236942,15 Marek Tlučhoř (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
4,236942,17 Václav Kupec (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
5,236942,21 Radek Jetleb (U),0,1,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
6,236942,33 Lukáš Kotýnek (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
7,236942,38 Lukáš Komárek (O),1,0,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
8,236942,69 Petr Klouda (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
9,236942,96 Jaroslav Šejvl (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
10,236942,99 Aleš Sedlák (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
0,239917,4 Václav Müller (U),2,0,2,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
1,239917,14 Petr Hejda (U),0,2,2,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
2,239917,17 Stanislav Lepič (O),0,1,1,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
3,239917,19 Tomáš Kaleta (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
4,239917,20 Stanislav Prokop (U),4,0,4,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
5,239917,23 Jiří Leisch (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
6,239917,27 Štěpán Janžura (U),0,2,2,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
7,239917,31 Daniel Bradáč (O),0,1,1,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
8,239917,50 Jiří Kindl (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
9,239917,66 Lukáš Müller (U),1,1,2,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
0,239912,4 Marek Ryba (O),1,0,1,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
1,239912,7 Vít Sýkora (U),2,0,2,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
2,239912,9 Daniel Brát (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
3,239912,17 Ondřej Vojtěch (U),0,2,2,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
4,239912,20 Michael Tomášek (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
5,239912,21 David Hübner (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
6,239912,23 Jan Rázga (U),1,2,3,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
7,239912,27 Jaroslav Biskup (O),1,0,1,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
8,239912,49 Jiří Teichman (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
9,239912,55 Dalibor Pavlíček (U),1,1,2,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
0,242544,5 David Šiška (U),0,0,0,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
1,242544,7 Vojtěch Tesárek (O),0,0,0,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
2,242544,8 Vojtěch Paul (U),0,1,1,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
3,242544,9 Roman Šebek (U),1,1,2,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
4,242544,11 Tomáš Krejcárek (U),1,0,1,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
5,242544,12 Jakub Brabec (O),2,0,2,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
6,242544,14 Michal Kolář (U),0,0,0,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
7,242544,16 Vít Bohata (U),0,1,1,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
8,242544,17 Tomáš Pavlíček (O),2,1,3,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
9,242544,18 Jakub Dragoun (U),0,0,0,2018/2019,FBC Mobydick Praha,TJ Sokol Dobříš B
0,242540,2 Vojtěch Pejša (O),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
1,242540,4 Filip Kolařík (U),1,0,1,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
2,242540,7 David Šnejdar (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
3,242540,10 Adam Hudlička (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
4,242540,11 Miroslav Čadský (U),1,0,1,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
5,242540,13 Jiří Krbec (O),1,0,1,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
6,242540,14 Marek Vlasák (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
7,242540,23 Teodor Kandilarov (O),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
8,242540,28 Ondřej Dunder (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
0,244641,2 Michal Lebeda (O),1,1,2,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
1,244641,4 Pavel Cichra (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
2,244641,7 Pavel Špirit (U),1,0,1,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
3,244641,13 Marek Häusler (U),0,1,1,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
4,244641,15 Lukáš Mašek (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
5,244641,21 Jaroslav Rendla (U),1,2,3,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
6,244641,69 Juraj Michajlov (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
7,244641,79 Tomáš Karbusický (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
8,244641,89 Jan Lovasz (U),1,0,1,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
9,244641,92 Jiří Krotký (U),0,1,1,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
10,244641,99 Tomáš Hruška (U),1,0,1,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
0,244484,3 Martin Kopecký (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Majklar
1,244484,4 Martin Habart (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Majklar
2,244484,8 Jan Calta (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
3,244484,10 Martin Křížek (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Majklar
4,244484,15 Jan Šimon (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
5,244484,23 Martin Hutr (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
6,244484,68 Viktor Čižmar (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Majklar
7,244484,77 Michal Urbánek (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
8,244484,79 Martin Bihuš (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
0,245316,18 Martin Červený (U),0,1,1,2018/2019,FBC Mobydick Praha,FKMP Praha B
1,245316,19 Jan Vrabec (U),0,0,0,2018/2019,FBC Mobydick Praha,FKMP Praha B
2,245316,28 Štěpán Černý (U),0,0,0,2018/2019,FBC Mobydick Praha,FKMP Praha B
3,245316,31 Tomáš Vrabec (U),1,0,1,2018/2019,FBC Mobydick Praha,FKMP Praha B
4,245316,38 Jakub Reich (U),0,0,0,2018/2019,FBC Mobydick Praha,FKMP Praha B
0,247361,17 Stanislav Lepič (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
1,247361,18 Jan Mikolášek (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
2,247361,25 Zdeněk Husák (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
3,247361,31 Daniel Bradáč (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
4,247361,50 Jiří Kindl (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
5,247361,66 Lukáš Müller (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
6,247361,98 Jan Sedláček (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Blue Horses B
0,249569,4 Dominik Melíšek (O),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
1,249569,10 Jan Snížek (U),0,1,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
2,249569,11 Jaroslav Šejvl (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
3,249569,15 Marek Tlučhoř (U),1,0,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
4,249569,18 Roman Buček (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
5,249569,33 Lukáš Kotýnek (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
6,249569,38 Lukáš Komárek (O),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
