,Id,Team,Opponent,Goal_team,Goal_opponent,Outcome,Date_place,visitors,begin_end,round_soutez,casti_strely,referee,delegate,MOTM_Team,MOTM_Opponent,MOTM,Season,Date,Place,Weekday,ref1,ref2,League
97,284095,FBC Penguins Praha,Fbk Buldoci GOP Radotín,2,6,Lose,sobota 12.09.2020; Sport Eden Beroun,počet diváků: 1,začátek 17:20; konec 18:19,Utkání: 3XM72020/2021-D009; 1. kolo; PH a SČ přebor mužů,"části: 3:0, 1:0, 2:2, střely na branku: 0:0","rozhodčí: Recht Lukáš, Fišer Daniel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                  Marek Střída,                  Marek Střída,2020/2021,12.09.2020, Sport Eden Beroun,sobota, Recht Lukáš, Fišer Daniel, PH a SČ přebor mužů
98,288076,FBC Penguins Praha,FBC Snipers Poděbrady,4,3,Win,neděle 04.10.2020; SH Zruč nad Sázavou,počet diváků: 0,začátek 16:00; konec 17:14,Utkání: 3XM72020/2021-D017; 2. kolo; PH a SČ přebor mužů,"části: 2:0, 1:2, 1:1, střely na branku: 0:0","rozhodčí: Preclík Martin, Baloun Lukáš",delegát: ,                  Ondřej Zeman,                 Vít Souček,                 Vít Souček,2020/2021,04.10.2020, SH Zruč nad Sázavou,neděle, Preclík Martin, Baloun Lukáš, PH a SČ přebor mužů
99,288074,FBC Penguins Praha,Prague Tigers C,6,5,Win,neděle 04.10.2020; SH Zruč nad Sázavou,počet diváků: 0,začátek 19:30; konec 20:40,Utkání: 3XM72020/2021-D020; 2. kolo; PH a SČ přebor mužů,"části: 0:1, 2:3, 3:1, střely na branku: 0:0","rozhodčí: Preclík Martin, Baloun Lukáš",delegát: ,                  Ondřej Zeman,                   Vojta Zmrzlík     Jan Štědrý,                  Ondřej Zeman,2020/2021,04.10.2020, SH Zruč nad Sázavou,neděle, Preclík Martin, Baloun Lukáš, PH a SČ přebor mužů
0,294736,FBC Penguins Praha,Blue Horses Stochov,1,11,Lose,sobota 09.10.2021; Sport Eden Beroun,počet diváků: 0,začátek 10:20; konec 11:20,Utkání: 3XM7-B013; 2. kolo; PH a SČ přebor mužů,"části: 1:2, 0:4, 0:5, střely na branku: 0:0","rozhodčí: Buzický Vladimír, Tomeš Miroslav",delegát: ,                   Martin Bukovič,                   Tomáš Leipner,                   Tomáš Leipner,2021/2022,09.10.2021, Sport Eden Beroun,sobota, Buzický Vladimír, Tomeš Miroslav, PH a SČ přebor mužů
1,294733,FBC Penguins Praha,IBK Svatý hole Kladno,3,6,Lose,sobota 09.10.2021; Sport Eden Beroun,počet diváků: 0,začátek 12:40; konec 13:30,Utkání: 3XM7-B015; 2. kolo; PH a SČ přebor mužů,"části: 1:1, 4:1, 1:1, střely na branku: 0:0","rozhodčí: Buzický Vladimír, Tomeš Miroslav",delegát: ,                  Václav Boček,                   Tomáš Prchal,                   Tomáš Prchal,2021/2022,09.10.2021, Sport Eden Beroun,sobota, Buzický Vladimír, Tomeš Miroslav, PH a SČ přebor mužů
2,296888,FBC Penguins Praha,FBC JELENI UNHOŠŤ,3,5,Lose,neděle 31.10.2021; Sport Eden Beroun,počet diváků: 0,začátek 10:20; konec 11:18,Utkání: 3XM7-B023; 3. kolo; PH a SČ přebor mužů,"části: 0:3, 1:0, 2:2, střely na branku: 0:0","rozhodčí: Krs Adam, Mikolášek Jakub",delegát: ,                  Jakub Hruška,                 Štěpán Merta,                 Štěpán Merta,2021/2022,31.10.2021, Sport Eden Beroun,neděle, Krs Adam, Mikolášek Jakub, PH a SČ přebor mužů
3,298364,FBC Penguins Praha,Torza Sorry ASI,8,7,Win,neděle 31.10.2021; Sport Eden Beroun,počet diváků: 0,začátek 12:40; konec 13:30,Utkání: 3XM7-B025; 3. kolo; PH a SČ přebor mužů,"části: 4:3, 3:2, 0:2, střely na branku: 0:0","rozhodčí: Lauda Václav, Klán Martin",delegát: ,                  Jakub Hruška,               Jan Buchta,               Jan Buchta,2021/2022,31.10.2021, Sport Eden Beroun,neděle, Lauda Václav, Klán Martin, PH a SČ přebor mužů
4,300089,FBC Penguins Praha,Kanonýři Kladno B,6,7,Lose,sobota 20.11.2021; TJ Radlice,počet diváků: 0,začátek 13:50; konec 14:50,Utkání: 3XM7-B036; 4. kolo; PH a SČ přebor mužů,"části: 1:0, 3:4, 3:2, střely na branku: 0:0","rozhodčí: Hašlík Radoslav, Juráš Bohuslav",delegát: ,                  Jakub Hruška,                Tomáš Ureš,                Tomáš Ureš,2021/2022,20.11.2021, TJ Radlice,sobota, Hašlík Radoslav, Juráš Bohuslav, PH a SČ přebor mužů
5,302009,FBC Penguins Praha,IBK Kubánský Klan B - MISTŘI!!!,3,7,Lose,sobota 20.11.2021; TJ Radlice,počet diváků: 2,začátek 17:20; konec 18:15,Utkání: 3XM7-B039; 4. kolo; PH a SČ přebor mužů,"části: 1:1, 0:5, 2:1, střely na branku: 0:0","rozhodčí: Hašlík Radoslav, Juráš Bohuslav",delegát: ,                  Kryštof Hoch,                 Josef Vlček,                 Josef Vlček,2021/2022,20.11.2021, TJ Radlice,sobota, Hašlík Radoslav, Juráš Bohuslav, PH a SČ přebor mužů
6,304774,FBC Penguins Praha,FBC Hamsters Vysočany,6,1,Win,neděle 05.12.2021; Sportovní centrum Řepy,počet diváků: 0,začátek 17:10; konec 18:08,Utkání: 3XM7-B048; 5. kolo; PH a SČ přebor mužů,"části: 2:0, 1:0, 3:1, střely na branku: 0:0","rozhodčí: Herman Petr, Husák Lukáš",delegát: ,                  Ondřej Zeman,                    Pavel Procházka,                  Ondřej Zeman,2021/2022,05.12.2021, Sportovní centrum Řepy,neděle, Herman Petr, Husák Lukáš, PH a SČ přebor mužů
7,304777,FBC Penguins Praha,Blue Horses Stochov,3,6,Lose,neděle 05.12.2021; Sportovní centrum Řepy,počet diváků: 0,začátek 19:30; konec 20:30,Utkání: 3XM7-B050; 5. kolo; PH a SČ přebor mužů,"části: 1:2, 3:1, 2:0, střely na branku: 0:0","rozhodčí: Bollardt Filip, Černý Ondřej",delegát: ,                  Jakub Hruška,                      Stanislav Prokop,                      Stanislav Prokop,2021/2022,05.12.2021, Sportovní centrum Řepy,neděle, Bollardt Filip, Černý Ondřej, PH a SČ přebor mužů
