,Id,Player,G,A,PTS,Season,Team_against,Team_for
5,148808,19 Antonio Rotondo (U),0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
6,148808,33 Štěpán Kalina (U),1,0,1,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
7,148808,69 Max Horn (U),0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
8,148808,73 Kryštof Hoch (U),0,3,3,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
9,148808,97 Ondřej Zeman (U),1,1,2,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
0,148818,4 Stanislav Kodet (U),0,0,0,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
1,148818,7 Martin Bukovič (U),1,0,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
2,148818,9 Jakub Klement (U),1,1,2,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
3,148818,16 Mikuláš Vyleta (U),1,0,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
4,148818,17 Jakub Hruška (U),2,0,2,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
5,148818,19 Antonio Rotondo (U),0,1,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
6,148818,33 Štěpán Kalina (U),1,0,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
7,148818,69 Max Horn (U),0,1,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
8,148818,73 Kryštof Hoch (U),0,0,0,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
9,148818,97 Ondřej Zeman (U),0,0,0,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha
0,151296,4 Stanislav Kodet (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
1,151296,7 Martin Bukovič (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
2,151296,9 Jakub Klement (U),1,0,1,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
3,151296,11 Filip Terč (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
4,151296,15 Vojtěch Brávek (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
5,151296,17 Jakub Hruška (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
6,151296,18 Michal Šíma (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
7,151296,19 Antonio Rotondo (U),0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
