,Id,Player,G,A,PTS,Season,Team_against,Team_for
4,244484,17 Martin Fojtík (U),7,2,9,2018/2019,FBC Majklar,FBC Mobydick Praha
5,244484,22 Jaroslav Drahotínský (O),0,0,0,2018/2019,FBC Majklar,FBC Mobydick Praha
6,244484,23 Martin Bosák (U),2,1,3,2018/2019,FBC Majklar,FBC Mobydick Praha
7,244484,68 Jakub Kalfiřt (U),0,0,0,2018/2019,FBC Majklar,FBC Mobydick Praha
8,244484,81 Jakub Horyna (U),2,4,6,2018/2019,FBC Majklar,FBC Mobydick Praha
9,244484,92 Jakub Vilim (U),1,1,2,2018/2019,FBC Majklar,FBC Mobydick Praha
10,244484,99 Petr Zahradník (U),0,0,0,2018/2019,FBC Majklar,FBC Mobydick Praha
0,245316,3 Aleš Martínek (O),1,0,1,2018/2019,FKMP Praha B,FBC Mobydick Praha
1,245316,5 Lucie Kisugite (U),1,3,4,2018/2019,FKMP Praha B,FBC Mobydick Praha
2,245316,6 Šimon Smrček (O),0,0,0,2018/2019,FKMP Praha B,FBC Mobydick Praha
3,245316,15 Jan Jiráň (O),0,1,1,2018/2019,FKMP Praha B,FBC Mobydick Praha
4,245316,17 Martin Fojtík (U),4,3,7,2018/2019,FKMP Praha B,FBC Mobydick Praha
5,245316,23 Martin Bosák (U),0,3,3,2018/2019,FKMP Praha B,FBC Mobydick Praha
6,245316,42 Jan Novák (O),0,0,0,2018/2019,FKMP Praha B,FBC Mobydick Praha
7,245316,81 Jakub Horyna (U),6,1,7,2018/2019,FKMP Praha B,FBC Mobydick Praha
8,245316,92 Jakub Vilim (U),1,0,1,2018/2019,FKMP Praha B,FBC Mobydick Praha
9,245316,99 Petr Zahradník (U),0,1,1,2018/2019,FKMP Praha B,FBC Mobydick Praha
0,247361,3 Aleš Martínek (O),1,1,2,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
1,247361,5 Lucie Kisugite (U),2,0,2,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
2,247361,6 Šimon Smrček (O),0,0,0,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
3,247361,15 Jan Jiráň (O),0,0,0,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
4,247361,17 Martin Fojtík (U),3,1,4,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
5,247361,23 Martin Bosák (U),1,2,3,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
6,247361,42 Jan Novák (O),0,0,0,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
7,247361,81 Jakub Horyna (U),1,3,4,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
8,247361,92 Jakub Vilim (U),0,0,0,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
9,247361,99 Petr Zahradník (U),1,0,1,2018/2019,FBC Blue Horses B,FBC Mobydick Praha
0,249569,3 Aleš Martínek (O),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
1,249569,5 Lucie Kisugite (U),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
2,249569,6 Šimon Smrček (O),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
3,249569,15 Jan Jiráň (O),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
4,249569,17 Martin Fojtík (U),2,0,2,2018/2019,FC Bučis Team B,FBC Mobydick Praha
5,249569,22 Jaroslav Drahotínský (U),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
6,249569,23 Martin Bosák (U),0,1,1,2018/2019,FC Bučis Team B,FBC Mobydick Praha
7,249569,42 Jan Novák (O),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
8,249569,81 Jakub Horyna (U),1,0,1,2018/2019,FC Bučis Team B,FBC Mobydick Praha
9,249569,92 Jakub Vilim (U),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
10,249569,99 Petr Zahradník (U),0,0,0,2018/2019,FC Bučis Team B,FBC Mobydick Praha
0,249565,3 Aleš Martínek (O),0,0,0,2018/2019,Prague Tigers E,FBC Mobydick Praha
1,249565,5 Lucie Kisugite (U),1,0,1,2018/2019,Prague Tigers E,FBC Mobydick Praha
2,249565,6 Šimon Smrček (O),0,1,1,2018/2019,Prague Tigers E,FBC Mobydick Praha
3,249565,15 Jan Jiráň (O),0,0,0,2018/2019,Prague Tigers E,FBC Mobydick Praha
4,249565,17 Martin Fojtík (U),3,0,3,2018/2019,Prague Tigers E,FBC Mobydick Praha
5,249565,22 Jaroslav Drahotínský (O),0,0,0,2018/2019,Prague Tigers E,FBC Mobydick Praha
6,249565,23 Martin Bosák (U),1,2,3,2018/2019,Prague Tigers E,FBC Mobydick Praha
7,249565,42 Jan Novák (O),0,0,0,2018/2019,Prague Tigers E,FBC Mobydick Praha
8,249565,81 Jakub Horyna (U),1,2,3,2018/2019,Prague Tigers E,FBC Mobydick Praha
9,249565,92 Jakub Vilim (U),0,0,0,2018/2019,Prague Tigers E,FBC Mobydick Praha
10,249565,99 Petr Zahradník (U),0,0,0,2018/2019,Prague Tigers E,FBC Mobydick Praha
0,222364,3 Aleš Martínek (O),3,0,3,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
1,222364,5 Lucie Kisugite (U),0,0,0,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
2,222364,6 Šimon Smrček (O),0,0,0,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
3,222364,15 Jan Jiráň (O),0,1,1,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
4,222364,17 Martin Fojtík (U),2,3,5,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
5,222364,22 Jaroslav Drahotínský (O),0,0,0,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
6,222364,23 Martin Bosák (U),1,0,1,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
7,222364,42 Jan Novák (O),0,0,0,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
8,222364,81 Jakub Horyna (U),2,4,6,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
9,222364,92 Jakub Vilim (U),0,0,0,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
10,222364,99 Petr Zahradník (U),0,0,0,2018/2019,SK Bruisers Dejvice,FBC Mobydick Praha
