,Id,Player,G,A,PTS,Season,Team_against,Team_for
6,196944,29 Zdeněk Fryš (U),0,0,0,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
7,196944,44 Martin Koblasa (U),0,0,0,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
8,196944,78 Lukáš Mendlík (U),1,1,2,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
0,198727,4 Filip Boubelík (U),0,1,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
1,198727,5 Jan Mikšík (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
2,198727,8 Miroslav Korous (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
3,198727,9 Jan Zahálka (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
4,198727,10 František Slovák (U),1,1,2,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
5,198727,11 Marek Šesták (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
6,198727,15 David Wurst (U),0,1,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
7,198727,27 Zdeněk Podzemný (U),1,0,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
8,198727,59 Karel Trnobranský (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
9,198727,91 Zdeňek Chlupáč (U),1,0,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
0,198731,4 Zdeněk Jehlička (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
1,198731,10 Lukáš Lhotský (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
2,198731,11 Josef Kurka (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
3,198731,12 Martin Šustr (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
4,198731,14 Petr Šavrda (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
5,198731,17 Vladimír Oliva (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
6,198731,49 Martin Loukota (U),0,0,0,2017/2018,FBC Ressler boys,FBC Vokovický Šavle
0,202148,7 Vladimír Bradáč (U),0,1,1,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
1,202148,8 Eduard Adamec (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
2,202148,9 Lukáš Jiran (U),1,0,1,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
3,202148,10 Martin Tomek (U),1,0,1,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
4,202148,12 Michal Zeman (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
5,202148,17 Jiří Novák (O),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
6,202148,21 Vojtěch Dlouhý (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
7,202148,26 Daniel Kvěch (U),0,1,1,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
0,202161,4 Jaroslav Kotil (U),0,0,0,2017/2018,FBC Ressler boys,SK DESPERADOS SNW B
1,202161,5 Jakub Salkini (U),1,0,1,2017/2018,FBC Ressler boys,SK DESPERADOS SNW B
2,202161,8 Vladimír Brůžek (U),0,2,2,2017/2018,FBC Ressler boys,SK DESPERADOS SNW B
3,202161,16 Martin Babka (U),0,0,0,2017/2018,FBC Ressler boys,SK DESPERADOS SNW B
4,202161,18 František Platovský (U),1,0,1,2017/2018,FBC Ressler boys,SK DESPERADOS SNW B
5,202161,22 Petr Diviš (U),0,0,0,2017/2018,FBC Ressler boys,SK DESPERADOS SNW B
0,207535,2 Lukáš Burian (U),1,0,1,2017/2018,FBC Ressler boys,FKMP Praha
1,207535,6 Boris Šálek (O),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
2,207535,7 Martin Rejmiš (U),0,2,2,2017/2018,FBC Ressler boys,FKMP Praha
3,207535,8 Jiří Bábek (U),0,1,1,2017/2018,FBC Ressler boys,FKMP Praha
4,207535,9 Pavel Švarc (U),1,0,1,2017/2018,FBC Ressler boys,FKMP Praha
5,207535,12 Jan Klozar (U),1,1,2,2017/2018,FBC Ressler boys,FKMP Praha
6,207535,21 Aleš Rafaj (U),3,0,3,2017/2018,FBC Ressler boys,FKMP Praha
7,207535,33 Ondřej Kuželka (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
8,207535,62 Martin Houdek (U),2,2,4,2017/2018,FBC Ressler boys,FKMP Praha
0,207533,4 Václav Müller (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
1,207533,7 Tomáš Dlouhý (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
2,207533,8 Ondřej Jícha (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
3,207533,14 Petr Hejda (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
4,207533,18 Jan Mikolášek (U),1,0,1,2017/2018,FBC Ressler boys,FBC Blue Horses B
5,207533,19 Tomáš Kaleta (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
6,207533,21 Jiří Polívka (U),0,1,1,2017/2018,FBC Ressler boys,FBC Blue Horses B
7,207533,27 Štěpán Janžura (U),2,0,2,2017/2018,FBC Ressler boys,FBC Blue Horses B
8,207533,29 Jakub Hříbal (U),1,0,1,2017/2018,FBC Ressler boys,FBC Blue Horses B
9,207533,31 Daniel Bradáč (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
10,207533,50 Jiří Kindl (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
11,207533,66 Lukáš Müller (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
12,207533,88 Marek Vesecký (U),0,2,2,2017/2018,FBC Ressler boys,FBC Blue Horses B
0,213224,5 Jakub Lacina (U),2,1,3,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
1,213224,7 Tomáš Kadlec (U),0,2,2,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
2,213224,13 Tomáš Pospíchal (U),0,1,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
3,213224,15 Marek Šesták (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
4,213224,33 David Wurst (U),1,0,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
5,213224,61 Filip Boubelík (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
6,213224,68 Jan Mikšík (U),1,0,1,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
7,213224,89 Daniel Koleška (U),0,0,0,2017/2018,FBC Ressler boys,FBC DYNAMIS VST B
0,213222,15 David Schneider (U),0,2,2,2017/2018,FBC Ressler boys,AIK Steel Kladno
1,213222,16 Jaroslav Chalupný (U),1,1,2,2017/2018,FBC Ressler boys,AIK Steel Kladno
2,213222,23 Jiří Neradil (U),0,1,1,2017/2018,FBC Ressler boys,AIK Steel Kladno
3,213222,27 Ondřej Pražák (U),0,0,0,2017/2018,FBC Ressler boys,AIK Steel Kladno
4,213222,42 Michal Kárník (U),1,0,1,2017/2018,FBC Ressler boys,AIK Steel Kladno
5,213222,71 Jakub Šíma (U),3,2,5,2017/2018,FBC Ressler boys,AIK Steel Kladno
6,213222,91 Martin Rada (U),0,1,1,2017/2018,FBC Ressler boys,AIK Steel Kladno
7,213222,93 David Kubín (U),0,0,0,2017/2018,FBC Ressler boys,AIK Steel Kladno
8,213222,99 Jiří Šimon (O),2,0,2,2017/2018,FBC Ressler boys,AIK Steel Kladno
0,215894,6 Boris Šálek (O),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
1,215894,7 Martin Rejmiš (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
2,215894,8 Jiří Bábek (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
3,215894,9 Pavel Švarc (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
4,215894,10 Miroslav Veselík (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
5,215894,11 Martin Luhan (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
6,215894,12 Jan Klozar (U),1,0,1,2017/2018,FBC Ressler boys,FKMP Praha
7,215894,21 Aleš Rafaj (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
8,215894,26 Václav Ševčík (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
9,215894,27 Roman Stachoň (U),0,1,1,2017/2018,FBC Ressler boys,FKMP Praha
10,215894,33 Ondřej Kuželka (U),0,0,0,2017/2018,FBC Ressler boys,FKMP Praha
0,215892,6 Tomáš Cvrk (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
1,215892,7 Vladimír Bradáč (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
2,215892,8 Eduard Adamec (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
3,215892,12 Michal Zeman (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
4,215892,16 Lukáš Chramosil (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
5,215892,17 Jiří Novák (O),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
6,215892,21 Vojtěch Dlouhý (U),0,0,0,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
7,215892,26 Daniel Kvěch (U),1,0,1,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
8,215892,96 David Musil (U),0,1,1,2017/2018,FBC Ressler boys,FbK WILDCATS Praha B
0,217370,2 Václav Vlk (O),4,0,4,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
1,217370,6 Zdeněk Tomek (U),1,0,1,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
2,217370,8 Jakub Koláček (U),4,6,10,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
3,217370,9 Lukáš Správka (U),1,2,3,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
4,217370,11 Jakub Kochánek (U),0,2,2,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
5,217370,16 Ondřej Fišer (U),4,2,6,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
6,217370,24 Vít Němeček (U),0,2,2,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
7,217370,69 Lukáš Pyskatý (U),1,3,4,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
8,217370,88 Václav Vích (U),3,0,3,2017/2018,FBC Ressler boys,TJ Lokomotiva Rakovník
0,217372,6 Martin Kobr (U),0,0,0,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
1,217372,8 Zdeněk Hromota (U),0,3,3,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
2,217372,12 Petr Rosička (U),0,0,0,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
3,217372,14 Martin Jonák (U),1,0,1,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
4,217372,17 Jakub Kolanda (U),0,2,2,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
5,217372,19 Michal Chyba (U),0,0,0,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
6,217372,20 Ondřej Míka (U),1,0,1,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
7,217372,26 Jindřich Hanousek (U),3,3,6,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
8,217372,44 Martin Koblasa (U),4,0,4,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
9,217372,78 Lukáš Mendlík (U),0,1,1,2017/2018,FBC Ressler boys,FBC JELENI UNHOŠŤ
0,222022,7 Lukáš Veselý (U),0,0,0,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
1,222022,10 Daniel Kadlec (U),1,0,1,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
2,222022,11 Martin Günter (U),0,0,0,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
3,222022,12 Tomáš Kaňka (O),0,1,1,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
4,222022,13 Šimon Pospíšil (O),0,0,0,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
5,222022,14 Vojtěch Roun (U),0,0,0,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
6,222022,15 Robin Franče (U),1,0,1,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
7,222022,16 Jan Miler (U),0,1,1,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
8,222022,42 Filip Kolařík (O),1,1,2,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
9,222022,99 Šimon Krbec (U),0,0,0,2018/2019,FBC Ressler boys,FBK Vosy Praha DDM P2 B
0,222084,4 Jan Egem (O),1,0,1,2018/2019,FBC Ressler boys,J.B.M. Praha
1,222084,7 Pavel Pohl (O),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
2,222084,8 Michal Staníček (U),2,1,3,2018/2019,FBC Ressler boys,J.B.M. Praha
3,222084,14 Radovan Doležel (U),0,1,1,2018/2019,FBC Ressler boys,J.B.M. Praha
4,222084,16 Martin Rotta (O),1,0,1,2018/2019,FBC Ressler boys,J.B.M. Praha
5,222084,17 Jan Rotta (U),0,3,3,2018/2019,FBC Ressler boys,J.B.M. Praha
6,222084,20 Tomáš Hájek (U),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
7,222084,23 Luboš Dopita (O),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
8,222084,26 Jan Bezpalec (U),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
9,222084,66 Roman Hergl (U),1,0,1,2018/2019,FBC Ressler boys,J.B.M. Praha
10,222084,76 Jakub Rokos (U),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
0,225350,2 Albert Čihák (U),2,0,2,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
1,225350,8 Zdeněk Hromota (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
2,225350,12 Petr Rosička (U),0,1,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
3,225350,14 Martin Jonák (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
4,225350,17 Jakub Kolanda (U),1,1,2,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
5,225350,20 Ondřej Míka (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
6,225350,21 Richard Hurt (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
7,225350,22 Tomáš Čermák (U),0,1,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
8,225350,78 Lukáš Mendlík (U),1,1,2,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
9,225350,85 Rudolf Neliba (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
0,225349,2 Jiří Novák (O),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
1,225349,6 David Martynek (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
2,225349,7 Tomáš Kadlec (U),0,1,1,2018/2019,FBC Ressler boys,FBC DYNAMIS B
3,225349,9 Jan Tetiva (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
4,225349,11 Vít Novotný (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
5,225349,17 Lukáš Chramosil (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
6,225349,24 Petr Marušák (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
7,225349,33 David Wurst (U),1,0,1,2018/2019,FBC Ressler boys,FBC DYNAMIS B
8,225349,55 Vít Zahradník (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
9,225349,66 Karel Trnobranský (U),0,0,0,2018/2019,FBC Ressler boys,FBC DYNAMIS B
0,229025,11 Jan Mičko (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
1,229025,13 Václav Östereicher (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
2,229025,14 Bořek Sláma (U),2,0,2,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
3,229025,16 Radim Onderka (U),0,2,2,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
4,229025,18 Daniel Rajtr (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
5,229025,19 Martin Olšiak (O),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
6,229025,21 Marek Toráč (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
7,229025,23 Lukáš Žiga (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
8,229025,44 Martin Östereicher (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
9,229025,73 Jan Vrba (O),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
10,229025,77 Ondřej Vaněček (O),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
11,229025,88 Lukáš Kováříček (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
12,229025,97 Jakub Smíšek (O),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
0,229022,4 Martin Reichelt (U),0,0,0,2018/2019,FBC Ressler boys,FBC Uhříněves
1,229022,9 Mika Huhmarniemi (U),0,0,0,2018/2019,FBC Ressler boys,FBC Uhříněves
2,229022,10 Jiří Havlan (U),1,0,1,2018/2019,FBC Ressler boys,FBC Uhříněves
3,229022,22 Zdeněk Bělík (U),0,1,1,2018/2019,FBC Ressler boys,FBC Uhříněves
4,229022,24 Filip Friedberger (U),0,0,0,2018/2019,FBC Ressler boys,FBC Uhříněves
5,229022,27 Jakub Kras (U),0,1,1,2018/2019,FBC Ressler boys,FBC Uhříněves
6,229022,48 Petr Brabenec (U),1,1,2,2018/2019,FBC Ressler boys,FBC Uhříněves
7,229022,78 Martin Matoška (U),1,0,1,2018/2019,FBC Ressler boys,FBC Uhříněves
8,229022,88 Lukáš Bárta (U),0,0,0,2018/2019,FBC Ressler boys,FBC Uhříněves
0,229429,16 Ondřej Fišer (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
1,229429,18 Jakub Šik (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
2,229429,22 Karel Trochta (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
3,229429,24 Jan Jiroušek (U),0,1,1,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
4,229429,28 Tomáš Erba (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
5,229429,33 Jiří Tuček (U),1,0,1,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
6,229429,48 Jan Tomiška (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
7,229429,66 Petr Ježek (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
8,229429,70 Martin Fencl (O),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
9,229429,88 Václav Vích (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
0,232669,3 Lukáš Jirásek (U),1,0,1,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
1,232669,8 Roman Major (U),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
2,232669,13 Stanislav Neubauer (O),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
3,232669,22 Petr Kubuš (U),0,1,1,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
4,232669,24 Ladislav Griga (O),1,0,1,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
5,232669,25 Tomáš Just (U),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
6,232669,50 Václav Motyka (U),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
7,232669,54 Jaroslav Nedbal (U),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
8,232669,66 Dominik Vyštejn (O),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
9,232669,75 Petr Kasal (O),0,0,0,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
10,232669,81 Karel Němec (U),0,1,1,2018/2019,FBC Ressler boys,T.B.C. LUCERN Králův Dvůr C
0,235066,11 Jiří Svoboda (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
1,235066,14 Bořek Sláma (U),0,1,1,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
2,235066,16 Radim Onderka (U),2,0,2,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
3,235066,18 Daniel Rajtr (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
4,235066,21 Marek Toráč (U),1,0,1,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
5,235066,23 Lukáš Žiga (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
6,235066,44 Martin Östereicher (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
7,235066,66 Jan Mičko (U),0,1,1,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
8,235066,73 Jan Vrba (O),0,1,1,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
9,235066,88 Lukáš Kováříček (U),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
10,235066,97 Jakub Smíšek (O),0,0,0,2018/2019,FBC Ressler boys,GLADIATOR TEAM BEROUN
0,235062,6 Vladimír Borůvka (O),0,2,2,2018/2019,FBC Ressler boys,Šneci z Pěšin
1,235062,12 Vladimír Labský (O),0,1,1,2018/2019,FBC Ressler boys,Šneci z Pěšin
2,235062,15 Pavel Trampota (O),2,0,2,2018/2019,FBC Ressler boys,Šneci z Pěšin
3,235062,27 David Suchánek (U),1,0,1,2018/2019,FBC Ressler boys,Šneci z Pěšin
4,235062,30 Lukáš Trampota (U),2,3,5,2018/2019,FBC Ressler boys,Šneci z Pěšin
5,235062,66 Petr Špaček (U),1,1,2,2018/2019,FBC Ressler boys,Šneci z Pěšin
6,235062,69 Jakub Mikeš (U),0,0,0,2018/2019,FBC Ressler boys,Šneci z Pěšin
7,235062,72 Přemysl Vaněk (O),0,0,0,2018/2019,FBC Ressler boys,Šneci z Pěšin
8,235062,84 Čestmír Brousil (U),1,0,1,2018/2019,FBC Ressler boys,Šneci z Pěšin
9,235062,95 Ondřej Loška (U),0,0,0,2018/2019,FBC Ressler boys,Šneci z Pěšin
0,237796,7 Pavel Pohl (O),0,1,1,2018/2019,FBC Ressler boys,J.B.M. Praha
1,237796,8 Michal Staníček (U),1,0,1,2018/2019,FBC Ressler boys,J.B.M. Praha
2,237796,14 Radovan Doležel (U),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
3,237796,16 Martin Rotta (O),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
4,237796,17 Jan Rotta (U),2,1,3,2018/2019,FBC Ressler boys,J.B.M. Praha
5,237796,19 Boris Šimák (O),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
6,237796,20 Tomáš Hájek (U),1,1,2,2018/2019,FBC Ressler boys,J.B.M. Praha
7,237796,23 Luboš Dopita (O),0,0,0,2018/2019,FBC Ressler boys,J.B.M. Praha
8,237796,76 Jakub Rokos (U),0,1,1,2018/2019,FBC Ressler boys,J.B.M. Praha
0,237794,2 Albert Čihák (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
1,237794,7 Vojtěch Mičín (U),0,1,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
2,237794,12 Petr Rosička (U),0,1,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
3,237794,14 Martin Jonák (U),1,0,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
4,237794,17 Jakub Kolanda (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
5,237794,20 Ondřej Míka (U),1,1,2,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
6,237794,26 Jindřich Hanousek (U),1,0,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
7,237794,29 Zdeněk Fryš (O),0,1,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
8,237794,47 Milan Kříž (U),1,0,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
9,237794,56 Martin Mayer (U),0,0,0,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
10,237794,62 Michal Chyba (U),1,0,1,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
11,237794,85 Rudolf Neliba (U),1,1,2,2018/2019,FBC Ressler boys,FBC JELENI UNHOŠŤ
0,241681,9 Jakub Klement (U),1,1,2,2018/2019,FBC Ressler boys,FBC Penguins Praha
1,241681,11 Filip Terč (U),1,1,2,2018/2019,FBC Ressler boys,FBC Penguins Praha
2,241681,16 Mikuláš Vyleta (U),1,0,1,2018/2019,FBC Ressler boys,FBC Penguins Praha
3,241681,17 Jakub Hruška (U),0,1,1,2018/2019,FBC Ressler boys,FBC Penguins Praha
4,241681,18 Michal Šíma (U),0,0,0,2018/2019,FBC Ressler boys,FBC Penguins Praha
5,241681,69 Václav Boček (U),0,1,1,2018/2019,FBC Ressler boys,FBC Penguins Praha
6,241681,72 Jaroslav Soldán (O),1,0,1,2018/2019,FBC Ressler boys,FBC Penguins Praha
7,241681,73 Kryštof Hoch (U),1,1,2,2018/2019,FBC Ressler boys,FBC Penguins Praha
8,241681,97 Ondřej Zeman (U),1,1,2,2018/2019,FBC Ressler boys,FBC Penguins Praha
0,241679,6 Zdeněk Tomek (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
1,241679,18 Jakub Šik (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
2,241679,22 Karel Trochta (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
3,241679,25 Tomáš Jirásek (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
4,241679,28 Tomáš Erba (U),1,0,1,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
5,241679,33 Jiří Tuček (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
6,241679,66 Petr Ježek (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
7,241679,70 Martin Fencl (O),0,1,1,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
8,241679,88 Václav Vích (U),0,0,0,2018/2019,FBC Ressler boys,TJ Lokomotiva Rakovník B
0,244656,4 Martin Reichelt (U),1,0,1,2018/2019,FBC Ressler boys,FBC Uhříněves
1,244656,10 Jiří Havlan (U),1,0,1,2018/2019,FBC Ressler boys,FBC Uhříněves
