,Id,Player,G,A,PTS,Season,Team_against,Team_for
3,111025,17 Jakub Květoň (O),1,2,3,2014/2015,FBC Ressler boys,Desperados
4,111025,19 Filip Pacan (U),2,1,3,2014/2015,FBC Ressler boys,Desperados
5,111025,21 David Roušal (U),1,0,1,2014/2015,FBC Ressler boys,Desperados
6,111025,24 Jan Görtler (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
7,111025,26 Marek Roušal (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
8,111025,66 Marek Jirovec (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
9,111025,71 Petr Žďárský (U),0,1,1,2014/2015,FBC Ressler boys,Desperados
10,111025,77 Richard Ťoupek (U),1,0,1,2014/2015,FBC Ressler boys,Desperados
0,111027,7 Jan Hrčka (U),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
1,111027,10 Pavel Křiklan (U),0,1,1,2014/2015,FBC Ressler boys,Lisboa 99
2,111027,11 Pavel Kolář (U),1,0,1,2014/2015,FBC Ressler boys,Lisboa 99
3,111027,14 Daniel Orolín (U),0,1,1,2014/2015,FBC Ressler boys,Lisboa 99
4,111027,21 Josef Spurný (O),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
5,111027,26 Lukáš Putyra (U),0,1,1,2014/2015,FBC Ressler boys,Lisboa 99
6,111027,69 Adam Líbal (U),2,0,2,2014/2015,FBC Ressler boys,Lisboa 99
7,111027,88 Josef Panec (U),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
8,111027,93 Petr Votava (U),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
0,113887,3 Jiří Rafaj (U),1,1,2,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
1,113887,4 Jan Protiva (U),1,0,1,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
2,113887,7 Matěj Richter (O),0,0,0,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
3,113887,9 Filip Dolejší (U),1,2,3,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
4,113887,10 Michal Štěpánek (U),2,0,2,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
5,113887,11 Ladislav Jelen (U),2,2,4,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
6,113887,12 Miroslav Faltys (O),0,0,0,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
7,113887,16 Zdeněk Konečný (U),0,2,2,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
8,113887,17 Jan Šikýř (U),0,0,0,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
9,113887,33 Jiří Budil (U),0,1,1,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
10,113887,84 Vítězslav Novák (U),1,0,1,2014/2015,FBC Ressler boys,FbC Barracudas Slaný
0,113892,2 Michal Kymlička (U),1,0,1,2014/2015,FBC Ressler boys,Torza Sorry
1,113892,9 Martin Hovořák (U),0,2,2,2014/2015,FBC Ressler boys,Torza Sorry
2,113892,17 Jan Šíp (U),1,0,1,2014/2015,FBC Ressler boys,Torza Sorry
3,113892,33 Petr Jirges (U),0,0,0,2014/2015,FBC Ressler boys,Torza Sorry
4,113892,72 Josef Němeček (U),1,1,2,2014/2015,FBC Ressler boys,Torza Sorry
0,115955,4 Vladimír Jambor (U),1,1,2,2014/2015,FBC Ressler boys,Athletics Praha C
1,115955,20 Lukáš Huso (U),0,0,0,2014/2015,FBC Ressler boys,Athletics Praha C
2,115955,21 Petr Novák (U),0,2,2,2014/2015,FBC Ressler boys,Athletics Praha C
3,115955,23 Jan Bubník (U),0,0,0,2014/2015,FBC Ressler boys,Athletics Praha C
4,115955,25 Jakub Pražák (O),0,0,0,2014/2015,FBC Ressler boys,Athletics Praha C
5,115955,27 Dung Nguyen Thanh (U),0,1,1,2014/2015,FBC Ressler boys,Athletics Praha C
6,115955,72 Jan Baloun (U),0,0,0,2014/2015,FBC Ressler boys,Athletics Praha C
7,115955,78 Roman Eder (U),2,1,3,2014/2015,FBC Ressler boys,Athletics Praha C
8,115955,79 Pavel Steigerwald (U),1,0,1,2014/2015,FBC Ressler boys,Athletics Praha C
9,115955,98 Matěj Soukup (O),1,0,1,2014/2015,FBC Ressler boys,Athletics Praha C
0,116088,3 Lukáš Koubek (U),0,0,0,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
1,116088,9 Stanislav Bořek (U),0,2,2,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
2,116088,13 Filip Švojgr (U),1,1,2,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
3,116088,20 Stanislav Prokop (U),1,2,3,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
4,116088,21 Jiří Polívka (U),3,0,3,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
5,116088,22 Jaroslav Macík (U),3,2,5,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
6,116088,23 Jiří Leisch (U),0,0,0,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
7,116088,29 Jakub Hříbal (U),0,1,1,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
8,116088,45 Robert Hahn (U),1,0,1,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
9,116088,48 František Štiller (U),0,1,1,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
10,116088,69 Tomáš Pichner (U),1,1,2,2014/2015,FBC Ressler boys,FBC Blue Horses Žehrovice
0,119728,2 Michal Kymlička (U),0,0,0,2014/2015,FBC Ressler boys,Torza Sorry
1,119728,9 Martin Hovořák (U),0,0,0,2014/2015,FBC Ressler boys,Torza Sorry
2,119728,11 Jindřich Očenášek (U),0,0,0,2014/2015,FBC Ressler boys,Torza Sorry
3,119728,17 Jan Šíp (U),1,0,1,2014/2015,FBC Ressler boys,Torza Sorry
4,119728,25 Petr Antuš (U),0,0,0,2014/2015,FBC Ressler boys,Torza Sorry
5,119728,29 Pavel Doubek (U),0,0,0,2014/2015,FBC Ressler boys,Torza Sorry
6,119728,72 Josef Němeček (U),1,0,1,2014/2015,FBC Ressler boys,Torza Sorry
7,119728,77 Vilém Svoboda (U),0,2,2,2014/2015,FBC Ressler boys,Torza Sorry
0,119733,3 Jakub Bareš (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
1,119733,4 Jaroslav Paznocht (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
2,119733,5 Michal Marek (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
3,119733,6 Matěj Turek (U),0,1,1,2014/2015,FBC Ressler boys,Florbal Team Nebušice
4,119733,8 Michal Vališ (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
5,119733,9 Patrik Svoboda (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
6,119733,10 Jan Krejčí (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
7,119733,11 Ondřej Cabal (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
8,119733,12 Milan Černil (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
9,119733,16 Jakub Rok (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
10,119733,17 Jakub Šuťák (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
11,119733,19 Jan Vítek (U),1,0,1,2014/2015,FBC Ressler boys,Florbal Team Nebušice
12,119733,20 Jan Sobotka (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
13,119733,21 Jan Mazanec (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
14,119733,52 Lukáš Lakomý (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
0,120429,11 Martin Tučný (U),0,1,1,2014/2015,FBC Ressler boys,Desperados
1,120429,12 Martin Roubíček (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
2,120429,17 Jakub Květoň (O),2,2,4,2014/2015,FBC Ressler boys,Desperados
3,120429,19 Filip Pacan (U),3,2,5,2014/2015,FBC Ressler boys,Desperados
4,120429,21 David Roušal (U),0,2,2,2014/2015,FBC Ressler boys,Desperados
5,120429,24 Jan Görtler (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
6,120429,27 Jakub Šach (U),1,0,1,2014/2015,FBC Ressler boys,Desperados
7,120429,66 Marek Jirovec (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
8,120429,71 Petr Žďárský (U),1,0,1,2014/2015,FBC Ressler boys,Desperados
9,120429,77 Martin Feix (U),0,0,0,2014/2015,FBC Ressler boys,Desperados
0,120431,9 Miloslav Zapletal (U),3,1,4,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
1,120431,10 Lukáš Lhotský (U),0,1,1,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
2,120431,11 Josef Kurka (U),3,0,3,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
3,120431,13 Aleš Zahálka (U),0,2,2,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
4,120431,17 Radek Mencl (U),1,0,1,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
5,120431,99 Jakub Reimar (U),0,0,0,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
0,125857,8 Vladimír Havlíček (U),1,1,2,2014/2015,FBC Ressler boys,Lisboa 99
1,125857,11 Pavel Kolář (U),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
2,125857,14 Daniel Orolín (U),4,2,6,2014/2015,FBC Ressler boys,Lisboa 99
3,125857,21 Josef Spurný (O),0,1,1,2014/2015,FBC Ressler boys,Lisboa 99
4,125857,26 Lukáš Putyra (U),1,0,1,2014/2015,FBC Ressler boys,Lisboa 99
5,125857,69 Adam Líbal (U),0,4,4,2014/2015,FBC Ressler boys,Lisboa 99
6,125857,88 Josef Panec (U),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
7,125857,93 Petr Votava (U),0,0,0,2014/2015,FBC Ressler boys,Lisboa 99
8,125857,98 Jakub Císař (U),2,0,2,2014/2015,FBC Ressler boys,Lisboa 99
0,125859,7 Lukáš Brynda (O),0,1,1,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
1,125859,8 Matěj Štěpán (U),0,0,0,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
2,125859,10 Karel Libert (U),0,0,0,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
3,125859,11 Jakub Řehoř (U),0,0,0,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
4,125859,18 Michal Plzák (U),0,1,1,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
5,125859,23 Ondřej Jaroš (U),5,3,8,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
6,125859,30 Marek Šmolík (U),3,1,4,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
7,125859,69 Jonáš Křepelka (U),0,3,3,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
8,125859,89 Ondřej Hrdlička (U),2,0,2,2014/2015,FBC Ressler boys,IBK Kuřata Kladno
0,127351,5 Jan Pinkas (U),0,0,0,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
1,127351,8 Miroslav Šteffl (U),1,0,1,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
2,127351,10 Lukáš Lhotský (U),0,0,0,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
3,127351,17 Radek Mencl (U),0,1,1,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
4,127351,27 Jiří Kotáb (U),0,0,0,2014/2015,FBC Ressler boys,FBC Vokovický Šavle
0,127354,4 Jaroslav Paznocht (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
1,127354,5 Michal Marek (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
2,127354,6 Matěj Turek (U),0,2,2,2014/2015,FBC Ressler boys,Florbal Team Nebušice
3,127354,8 Michal Vališ (U),1,0,1,2014/2015,FBC Ressler boys,Florbal Team Nebušice
4,127354,9 Patrik Svoboda (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
5,127354,10 Jan Krejčí (U),0,1,1,2014/2015,FBC Ressler boys,Florbal Team Nebušice
6,127354,11 Ondřej Cabal (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
7,127354,12 Milan Černil (U),1,0,1,2014/2015,FBC Ressler boys,Florbal Team Nebušice
8,127354,16 Jakub Rok (U),1,1,2,2014/2015,FBC Ressler boys,Florbal Team Nebušice
9,127354,19 Jan Vítek (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
10,127354,20 Jan Sobotka (U),1,0,1,2014/2015,FBC Ressler boys,Florbal Team Nebušice
11,127354,52 Lukáš Lakomý (U),0,0,0,2014/2015,FBC Ressler boys,Florbal Team Nebušice
0,130050,5 Tomáš Staněk (U),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
1,130050,7 Patrik Čeliš (U),0,1,1,2015/2016,FBC Ressler boys,FbK Olymp Praha B
2,130050,15 Jakub Kricner (U),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
3,130050,20 Jan Šotola (U),1,0,1,2015/2016,FBC Ressler boys,FbK Olymp Praha B
4,130050,36 Michal Karban (U),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
5,130050,55 Zdeněk Bělík (U),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
6,130050,61 Marek Noha (U),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
7,130050,68 Petr Venhauer (U),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
8,130050,91 Jan Šik (O),0,0,0,2015/2016,FBC Ressler boys,FbK Olymp Praha B
0,130052,3 Michal Filippi (U),0,2,2,2015/2016,FBC Ressler boys,TBC Horoměřice
1,130052,8 Pavel Knol (U),2,0,2,2015/2016,FBC Ressler boys,TBC Horoměřice
2,130052,10 Michal Polák (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
3,130052,15 Michal Trnavský (U),1,1,2,2015/2016,FBC Ressler boys,TBC Horoměřice
4,130052,17 Michal Pánek (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
5,130052,22 Zdeněk Sadílek (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
6,130052,23 Vojtěch Bludský (U),1,1,2,2015/2016,FBC Ressler boys,TBC Horoměřice
7,130052,31 Jiří Šutta (U),0,1,1,2015/2016,FBC Ressler boys,TBC Horoměřice
8,130052,66 Richard Lučan (U),1,0,1,2015/2016,FBC Ressler boys,TBC Horoměřice
0,132892,3 Daniel Kruliš (U),0,0,0,2015/2016,FBC Ressler boys,FBC Kutná Hora C
1,132892,5 Jan Dojčiak (O),0,0,0,2015/2016,FBC Ressler boys,FBC Kutná Hora C
2,132892,6 Petr Baťa (U),0,1,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
3,132892,7 Jiří Schwarz (U),3,0,3,2015/2016,FBC Ressler boys,FBC Kutná Hora C
4,132892,9 Pavel Janeček (U),1,0,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
5,132892,10 Pavel Netolický (U),1,0,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
6,132892,11 Jan Dušek (U),0,1,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
7,132892,13 Michal Hruška (U),0,0,0,2015/2016,FBC Ressler boys,FBC Kutná Hora C
8,132892,14 Jakub Jedlička (U),0,2,2,2015/2016,FBC Ressler boys,FBC Kutná Hora C
9,132892,15 Martin Soukup (U),0,0,0,2015/2016,FBC Ressler boys,FBC Kutná Hora C
0,132901,4 Radomír Švihel (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
1,132901,5 Tomáš Jurczyk (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
2,132901,6 Martin Kudrna (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
3,132901,8 Ivo Kalabis (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
4,132901,11 Michal Řehák (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
5,132901,13 Jakub Marčiny (U),1,0,1,2015/2016,FBC Ressler boys,VŠSK MFF Praha
6,132901,18 Jiří Svoboda (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
7,132901,19 Filip Slavík (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
8,132901,21 Adam Chuděj (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
9,132901,39 Ladislav Lapčák (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
10,132901,42 Jan Elner (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
11,132901,55 Tomáš Helešic (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
12,132901,69 Jan Čížek (U),0,1,1,2015/2016,FBC Ressler boys,VŠSK MFF Praha
0,134348,3 Jiří Kolář (U),0,0,0,2015/2016,FBC Ressler boys,IBK Tajula
1,134348,21 Adam Hlaváček (U),1,0,1,2015/2016,FBC Ressler boys,IBK Tajula
2,134348,26 Vojtěch Kněžínek (U),0,0,0,2015/2016,FBC Ressler boys,IBK Tajula
3,134348,28 Vladimír Štván (U),1,3,4,2015/2016,FBC Ressler boys,IBK Tajula
4,134348,62 Martin Janský (U),1,2,3,2015/2016,FBC Ressler boys,IBK Tajula
5,134348,87 Ondřej Kraus (U),1,2,3,2015/2016,FBC Ressler boys,IBK Tajula
6,134348,91 Svatopluk Hybš (U),5,1,6,2015/2016,FBC Ressler boys,IBK Tajula
7,134348,98 Petr Homonický (U),0,0,0,2015/2016,FBC Ressler boys,IBK Tajula
0,134351,7 Jan Hrčka (U),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
1,134351,10 Tomáš Solar (U),1,0,1,2015/2016,FBC Ressler boys,Lisboa 99
2,134351,11 Pavel Kolář (U),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
3,134351,21 Josef Spurný (O),1,0,1,2015/2016,FBC Ressler boys,Lisboa 99
4,134351,26 Lukáš Putyra (U),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
5,134351,29 Jan Čížek (U),1,1,2,2015/2016,FBC Ressler boys,Lisboa 99
6,134351,33 Viktor Filip (U),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
7,134351,69 Adam Líbal (U),1,1,2,2015/2016,FBC Ressler boys,Lisboa 99
8,134351,98 Jakub Císař (U),0,1,1,2015/2016,FBC Ressler boys,Lisboa 99
0,137002,2 Kamil Bělina (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
1,137002,4 Luboš Drbal (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
2,137002,5 Jakub Sedláček (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
3,137002,7 Petr Kratochvíl (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
4,137002,13 Petr Tvrdík (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
5,137002,15 Zdeněk Lopour (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
6,137002,17 Luboš Vodrážka (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
7,137002,22 Vladimír Červinka (U),1,0,1,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
8,137002,26 František Jantač (U),0,1,1,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
9,137002,55 Jan Tůma (O),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
10,137002,66 Lubomír Bleha (O),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
11,137002,69 David Žamboch (U),0,0,0,2015/2016,FBC Ressler boys,TJ Jiskra Zruč nad Sázavou
0,137005,4 Gustav Ondrejčík (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
1,137005,11 Boleslav Kytka (U),2,0,2,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
2,137005,14 Jakub Pecha (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
3,137005,18 Filip Horák (U),0,1,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
4,137005,23 Adam Kešeľák (U),0,2,2,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
5,137005,43 Jakub Vrzák (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
6,137005,44 Martin Wolf (U),0,1,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
7,137005,48 Ondřej Kadaník (U),2,0,2,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
8,137005,87 Jakub Malý (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
9,137005,97 Michael Kožíšek (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
10,137005,99 Michal Zitko (O),1,0,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
0,144401,3 Jiří Kolář (U),0,2,2,2015/2016,FBC Ressler boys,IBK Tajula
1,144401,13 Tomáš Odcházel (U),0,0,0,2015/2016,FBC Ressler boys,IBK Tajula
2,144401,28 Vladimír Štván (U),2,1,3,2015/2016,FBC Ressler boys,IBK Tajula
3,144401,62 Martin Janský (U),4,3,7,2015/2016,FBC Ressler boys,IBK Tajula
4,144401,87 Ondřej Kraus (U),6,7,13,2015/2016,FBC Ressler boys,IBK Tajula
5,144401,91 Svatopluk Hybš (U),6,5,11,2015/2016,FBC Ressler boys,IBK Tajula
0,144406,3 Michal Filippi (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
1,144406,7 Josef Němeček (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
2,144406,8 Pavel Knol (U),1,1,2,2015/2016,FBC Ressler boys,TBC Horoměřice
3,144406,10 Michal Polák (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
4,144406,15 Michal Trnavský (U),1,0,1,2015/2016,FBC Ressler boys,TBC Horoměřice
5,144406,17 Michal Pánek (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
6,144406,22 Zdeněk Sadílek (U),0,1,1,2015/2016,FBC Ressler boys,TBC Horoměřice
7,144406,23 Vojtěch Bludský (U),1,0,1,2015/2016,FBC Ressler boys,TBC Horoměřice
8,144406,66 Richard Lučan (U),0,0,0,2015/2016,FBC Ressler boys,TBC Horoměřice
0,145415,26 David Lukáš (O),3,0,3,2015/2016,FBC Ressler boys,SK Florbal Benešov B
1,145415,40 Patrik Houštecký (U),0,1,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
2,145415,43 Miloš Vojtíšek (U),0,2,2,2015/2016,FBC Ressler boys,SK Florbal Benešov B
3,145415,45 Michal Koukl (U),1,1,2,2015/2016,FBC Ressler boys,SK Florbal Benešov B
4,145415,48 Pavel Hýbek (U),0,0,0,2015/2016,FBC Ressler boys,SK Florbal Benešov B
5,145415,58 Zbyněk Chmúra (U),0,1,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
6,145415,63 Miroslav Vašíček (O),0,0,0,2015/2016,FBC Ressler boys,SK Florbal Benešov B
7,145415,77 Patrik Mareš (U),1,1,2,2015/2016,FBC Ressler boys,SK Florbal Benešov B
8,145415,89 Marcel Cikánek (U),1,1,2,2015/2016,FBC Ressler boys,SK Florbal Benešov B
9,145415,97 Miroslav Zrno (U),1,0,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
0,145420,4 Ondřej Novotný (U),0,2,2,2015/2016,FBC Ressler boys,FBC Vittoria South Town
1,145420,5 David Wurst (U),1,0,1,2015/2016,FBC Ressler boys,FBC Vittoria South Town
2,145420,7 Martin Jirka (U),1,1,2,2015/2016,FBC Ressler boys,FBC Vittoria South Town
3,145420,8 Miroslav Korous (U),1,2,3,2015/2016,FBC Ressler boys,FBC Vittoria South Town
4,145420,9 Jakub Dvořák (U),4,0,4,2015/2016,FBC Ressler boys,FBC Vittoria South Town
5,145420,10 Daniel Koleška (U),1,1,2,2015/2016,FBC Ressler boys,FBC Vittoria South Town
6,145420,12 Zdeněk Podzemný (U),2,0,2,2015/2016,FBC Ressler boys,FBC Vittoria South Town
7,145420,15 Marek Modrý (U),0,0,0,2015/2016,FBC Ressler boys,FBC Vittoria South Town
8,145420,16 Vilém Kubáč (U),0,1,1,2015/2016,FBC Ressler boys,FBC Vittoria South Town
9,145420,21 Ondřej Šašek (U),0,1,1,2015/2016,FBC Ressler boys,FBC Vittoria South Town
10,145420,91 Zdeňek Chlupáč (U),1,2,3,2015/2016,FBC Ressler boys,FBC Vittoria South Town
0,150361,4 Martin Blahník (U),1,3,4,2015/2016,FBC Ressler boys,FBC Kutná Hora C
1,150361,5 Jan Dojčiak (O),1,0,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
2,150361,8 Štěpán Bochníček (U),1,0,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
3,150361,9 Pavel Janeček (U),0,1,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
4,150361,10 Pavel Netolický (U),0,0,0,2015/2016,FBC Ressler boys,FBC Kutná Hora C
5,150361,11 Jan Dušek (U),0,0,0,2015/2016,FBC Ressler boys,FBC Kutná Hora C
6,150361,12 Jan Mašín (U),1,1,2,2015/2016,FBC Ressler boys,FBC Kutná Hora C
7,150361,13 Michal Hruška (U),0,1,1,2015/2016,FBC Ressler boys,FBC Kutná Hora C
8,150361,14 Jan Kareš (U),3,1,4,2015/2016,FBC Ressler boys,FBC Kutná Hora C
9,150361,16 Marek Reithar (U),1,1,2,2015/2016,FBC Ressler boys,FBC Kutná Hora C
0,150367,4 Ondřej Novotný (U),1,1,2,2015/2016,FBC Ressler boys,FBC Vittoria South Town
1,150367,7 Martin Jirka (U),0,0,0,2015/2016,FBC Ressler boys,FBC Vittoria South Town
2,150367,8 Miroslav Korous (U),0,1,1,2015/2016,FBC Ressler boys,FBC Vittoria South Town
3,150367,9 Jakub Dvořák (U),1,2,3,2015/2016,FBC Ressler boys,FBC Vittoria South Town
4,150367,10 Martin Kulma (U),1,1,2,2015/2016,FBC Ressler boys,FBC Vittoria South Town
5,150367,11 Vilém Kubáč (U),3,0,3,2015/2016,FBC Ressler boys,FBC Vittoria South Town
6,150367,12 Zdeněk Podzemný (U),0,1,1,2015/2016,FBC Ressler boys,FBC Vittoria South Town
7,150367,15 Marek Modrý (U),0,0,0,2015/2016,FBC Ressler boys,FBC Vittoria South Town
8,150367,21 Ondřej Šašek (U),0,0,0,2015/2016,FBC Ressler boys,FBC Vittoria South Town
9,150367,91 Zdeňek Chlupáč (U),1,0,1,2015/2016,FBC Ressler boys,FBC Vittoria South Town
0,151930,3 Petr Blažej (U),1,0,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
1,151930,4 Gustav Ondrejčík (U),0,1,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
2,151930,14 Jakub Pecha (U),2,1,3,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
3,151930,23 Adam Kešeľák (U),1,1,2,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
4,151930,34 Aleš Stavjaňa (U),0,1,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
