,Id,Period,Time,Type,Goal,Assist,Season,Minute,Seconds,Seconds_all
3,247475,2,11:24,-, Marek Václavík, Michal Rosí,2018/2019,11,24,684
0,247472,1,02:25,-, Jan Hanuš, Štefan Záležák,2018/2019,2,25,145
1,247472,1,07:25,SH, Štefan Záležák, Miloš Zapadlo,2018/2019,7,25,445
2,247472,1,09:49,-, Pavel Trbušek, Ctibor Chmelař,2018/2019,9,49,589
3,247472,1,10:39,-, Štefan Záležák, Michal Rosí,2018/2019,10,39,639
4,247472,3,05:18,-, Filip Weber,,2018/2019,5,18,318
5,247472,3,07:25,PP, Jan Hanuš, Štefan Záležák,2018/2019,7,25,445
0,233120,2,04:43,-, Štefan Záležák, Radek Mošnička,2018/2019,4,43,283
1,233120,2,07:23,-, Marek Václavík, Radek Mošnička,2018/2019,7,23,443
2,233120,3,03:30,-, Štefan Záležák, Ctibor Chmelař,2018/2019,3,30,210
3,233120,3,03:54,-, Ctibor Chmelař,,2018/2019,3,54,234
0,250976,1,05:54,-, Michal Rosí, Ctibor Chmelař,2018/2019,5,54,354
1,250976,2,01:56,-, Pavel Trbušek, Štefan Záležák,2018/2019,1,56,116
2,250976,3,04:07,-, Ctibor Chmelař, Roman Žampach,2018/2019,4,7,247
0,255307,1,08:04,-, Michal Rosí, Ctibor Chmelař,2019/2020,8,4,484
1,255307,2,08:33,-, Roman Žampach, Jakub Mádr,2019/2020,8,33,513
2,255307,3,00:21,-, Štěpán Trousil, Ladislav Tyll,2019/2020,0,21,21
3,255307,3,02:33,-, Ctibor Chmelař, Jakub Nováček,2019/2020,2,33,153
4,255307,3,06:27,-, Filip Weber,,2019/2020,6,27,387
5,255307,3,06:59,-, Štěpán Trousil,,2019/2020,6,59,419
6,255307,3,07:13,-, Ctibor Chmelař, Jakub Nováček,2019/2020,7,13,433
7,255307,3,07:42,-, Roman Žampach,,2019/2020,7,42,462
0,257489,1,03:32,-, Ctibor Chmelař, Adam Bardún,2019/2020,3,32,212
1,257489,1,09:26,-, Michal Rosí, Štěpán Trousil,2019/2020,9,26,566
2,257489,2,11:50,-, Štěpán Trousil, Michal Rosí,2019/2020,11,50,710
0,257484,1,05:09,-, Michal Rosí, Štěpán Trousil,2019/2020,5,9,309
1,257484,1,07:43,-, Štěpán Trousil, Jakub Mádr,2019/2020,7,43,463
2,257484,1,10:26,-, Štěpán Trousil, Ctibor Chmelař,2019/2020,10,26,626
3,257484,1,11:04,-, Štěpán Trousil, Filip Trousil,2019/2020,11,4,664
0,260191,1,10:31,-, Pavel Trbušek, Filip Weber,2019/2020,10,31,631
1,260191,3,10:59,-, Pavel Trbušek, Jakub Nováček,2019/2020,10,59,659
0,260187,1,08:08,-, Roman Žampach, Ctibor Chmelař,2019/2020,8,8,488
1,260187,2,11:37,-, Štěpán Trousil,,2019/2020,11,37,697
0,263242,1,08:28,-, Michal Rosí, Filip Trousil,2019/2020,8,28,508
1,263242,3,03:20,PP, Michal Rosí, Adam Bardún,2019/2020,3,20,200
2,263242,3,04:17,-, Ctibor Chmelař, Marek Václavík,2019/2020,4,17,257
0,263237,3,10:34,PS, Michal Rosí,,2019/2020,10,34,634
0,266162,1,09:42,-, Radek Mošnička, Jakub Edr,2019/2020,9,42,582
1,266162,3,08:18,-, Michael Obrtel,,2019/2020,8,18,498
2,266162,3,10:09,PS, Michal Rosí,,2019/2020,10,9,609
0,266158,1,01:16,-, Ctibor Chmelař, Marek Václavík,2019/2020,1,16,76
1,266158,1,07:41,-, Radek Mošnička, Jakub Edr,2019/2020,7,41,461
2,266158,1,08:36,-, Štěpán Trousil, Ctibor Chmelař,2019/2020,8,36,516
3,266158,2,04:48,-, Ladislav Tyll, Roman Žampach,2019/2020,4,48,288
4,266158,2,06:11,-, Michal Rosí, Ctibor Chmelař,2019/2020,6,11,371
5,266158,2,09:06,-, Michal Rosí, Jakub Mádr,2019/2020,9,6,546
0,271020,1,05:41,-, Pavel Trbušek, Michael Obrtel,2019/2020,5,41,341
1,271020,1,09:29,-, Ctibor Chmelař, Michael Obrtel,2019/2020,9,29,569
2,271020,3,04:57,-, Štěpán Trousil, Jakub Mádr,2019/2020,4,57,297
0,278201,1,06:01,-, Pavel Trbušek, Jakub Nováček,2019/2020,6,1,361
1,278201,2,01:09,-, Ctibor Chmelař, Adam Bardún,2019/2020,1,9,69
0,278200,1,07:15,-, Ctibor Chmelař, Roman Žampach,2019/2020,7,15,435
0,284054,1,05:40,-, Michal Rosí, Filip Weber,2020/2021,5,40,340
1,284054,1,07:40,-, Václav Štochl, Filip Weber,2020/2021,7,40,460
2,284054,1,08:50,SH, Václav Štochl,,2020/2021,8,50,530
3,284054,3,10:48,-, Michal Rosí, Michael Obrtel,2020/2021,10,48,648
0,284058,1,10:40,-, Michael Obrtel, Michal Rosí,2020/2021,10,40,640
1,284058,2,03:33,-, Matěj Soukup, Michael Obrtel,2020/2021,3,33,213
2,284058,2,07:23,-, Václav Štochl,,2020/2021,7,23,443
0,287591,2,11:23,-, Marek Václavík,,2020/2021,11,23,683
1,287591,3,04:58,-, Michael Obrtel,,2020/2021,4,58,298
2,287591,3,06:53,-, Michal Rosí, Marek Václavík,2020/2021,6,53,413
0,287905,2,04:50,-, Matěj Soukup, Marek Václavík,2020/2021,4,50,290
1,287905,2,08:00,-, Marek Václavík,,2020/2021,8,0,480
2,287905,3,03:52,-, Michal Rosí, Marek Václavík,2020/2021,3,52,232
3,287905,prodloužení,00:00,PS, Milan Vřešťál,,2020/2021,0,0,0
0,291144,1,00:47,-, Ctibor Chmelař, Michael Obrtel,2021/2022,0,47,47
1,291144,1,09:49,PP, Václav Štochl, Matěj Soukup,2021/2022,9,49,589
2,291144,1,11:40,-, Ladislav Tyll, Michal Rosí,2021/2022,11,40,700
0,293466,1,03:48,-, Václav Štochl, Aleš Bambas,2021/2022,3,48,228
1,293466,1,05:16,-, Marek Kolařík, Jakub Mádr,2021/2022,5,16,316
2,293466,1,09:09,-, Matěj Soukup, Michael Obrtel,2021/2022,9,9,549
3,293466,2,04:42,-, Matěj Soukup, Jakub Mádr,2021/2022,4,42,282
4,293466,2,07:13,-, Michael Obrtel, Ctibor Chmelař,2021/2022,7,13,433
5,293466,2,07:42,-, Michael Obrtel, Ctibor Chmelař,2021/2022,7,42,462
6,293466,2,10:57,-, Aleš Bambas, Vojtěch Bíba,2021/2022,10,57,657
7,293466,3,00:52,-, Filip Weber, Ctibor Chmelař,2021/2022,0,52,52
8,293466,3,04:50,-, Filip Weber, Ladislav Tyll,2021/2022,4,50,290
9,293466,3,07:03,-, Pavel Malý, Ladislav Tyll,2021/2022,7,3,423
0,297187,2,01:34,-, Ladislav Tyll, Michal Rosí,2021/2022,1,34,94
0,297199,2,04:58,-, Aleš Bambas,,2021/2022,4,58,298
0,300872,1,05:44,-, Pavel Malý, Michal Rosí,2021/2022,5,44,344
1,300872,1,07:02,-, Milan Vřešťál, Jakub Mádr,2021/2022,7,2,422
2,300872,1,10:32,-, Michal Rosí, Pavel Malý,2021/2022,10,32,632
3,300872,2,03:39,-, Václav Štochl, Matěj Soukup,2021/2022,3,39,219
0,300871,2,00:30,-, Václav Štochl, Michal Rosí,2021/2022,0,30,30
